,year,age,relig,partyid,income,region,race,hapmar,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,childs
48129,2006,59.0,2.0,0.0,12.0,2,1.0,2.0,,,,,,,,2.0
31198,1994,62.0,2.0,6.0,12.0,5,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
46126,2004,79.0,1.0,6.0,9.0,7,1.0,,,,,,,,,2.0
36035,1998,75.0,1.0,4.0,12.0,9,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,2.0,3.0
56710,2012,50.0,8.0,3.0,12.0,9,3.0,2.0,1.0,2.0,1.0,1.0,2.0,,1.0,6.0
30879,1994,33.0,1.0,5.0,12.0,4,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
4385,1974,61.0,2.0,1.0,9.0,7,1.0,1.0,1.0,2.0,1.0,2.0,,,,4.0
31846,1994,56.0,1.0,5.0,12.0,4,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
15967,1984,53.0,5.0,0.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
47111,2006,63.0,4.0,3.0,12.0,9,1.0,,,,,,,,,2.0
71664,2022,48.0,1.0,7.0,12.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
52623,2008,22.0,1.0,5.0,11.0,4,1.0,1.0,,,,,,,,1.0
4101,1974,22.0,1.0,1.0,8.0,3,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0
52254,2008,53.0,1.0,3.0,12.0,7,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0
46411,2004,68.0,1.0,0.0,12.0,9,1.0,,,,,,,,,2.0
3378,1974,75.0,1.0,6.0,6.0,8,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0
26746,1991,19.0,2.0,5.0,10.0,1,3.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
53242,2010,24.0,1.0,3.0,,3,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,
54905,2010,76.0,1.0,4.0,12.0,5,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
41322,2002,37.0,6.0,3.0,10.0,9,3.0,,,,,,,,,3.0
45455,2004,56.0,1.0,5.0,12.0,5,1.0,,,,,,,,,3.0
32699,1996,24.0,1.0,6.0,12.0,9,1.0,1.0,,,,,,,,0.0
43935,2004,28.0,2.0,1.0,12.0,9,3.0,,,,,,,,,0.0
25638,1990,31.0,1.0,1.0,12.0,6,1.0,2.0,,,,,,,,3.0
39419,2000,26.0,11.0,1.0,2.0,8,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
7339,1976,50.0,1.0,2.0,12.0,6,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0
1985,1973,45.0,4.0,1.0,,2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
21280,1987,32.0,1.0,3.0,9.0,6,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
22619,1988,68.0,1.0,1.0,,5,1.0,,,,,,,,,5.0
47806,2006,48.0,1.0,2.0,12.0,4,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,3.0
42945,2002,54.0,1.0,6.0,12.0,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0
46090,2004,25.0,1.0,3.0,12.0,7,1.0,,,,,,,,,0.0
22742,1988,78.0,1.0,6.0,6.0,5,1.0,,,,,,,,,1.0
31393,1994,46.0,4.0,0.0,10.0,7,1.0,,,,,,,,,0.0
13328,1982,31.0,1.0,2.0,10.0,9,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
6205,1976,62.0,1.0,4.0,10.0,7,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,4.0
68530,2021,46.0,4.0,3.0,7.0,5,3.0,,,,,,,,,
13691,1982,41.0,1.0,1.0,11.0,3,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12886,1982,22.0,2.0,5.0,,2,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0
21331,1987,51.0,1.0,0.0,11.0,7,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
23673,1989,48.0,2.0,3.0,12.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
43063,2002,41.0,2.0,6.0,10.0,7,2.0,,,,,,,,,2.0
41379,2002,55.0,1.0,,9.0,2,2.0,,,,,,,,,3.0
64681,2018,41.0,1.0,1.0,12.0,3,1.0,1.0,,,,,,,,4.0
39167,2000,46.0,4.0,5.0,12.0,7,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0
13929,1982,62.0,2.0,0.0,5.0,3,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0
251,1972,48.0,2.0,5.0,,1,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,,2.0
47957,2006,46.0,1.0,3.0,12.0,7,1.0,,,,,,,,,2.0
64337,2018,84.0,1.0,4.0,12.0,7,1.0,3.0,,2.0,1.0,,,,2.0,3.0
4830,1975,69.0,1.0,1.0,2.0,7,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,,4.0
848,1972,29.0,1.0,5.0,,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
13903,1982,35.0,1.0,0.0,10.0,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
3103,1973,77.0,1.0,0.0,4.0,2,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,,2.0
43855,2004,51.0,2.0,3.0,12.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
15959,1984,57.0,2.0,0.0,12.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
41199,2002,26.0,2.0,6.0,7.0,3,1.0,,,,,,,,,0.0
17486,1985,42.0,1.0,2.0,12.0,1,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,1.0
65975,2021,39.0,1.0,1.0,,5,2.0,,,,,,,,,8.0
59654,2016,42.0,2.0,2.0,12.0,2,1.0,1.0,,,,,,,,2.0
43627,2002,22.0,4.0,4.0,9.0,4,1.0,,,,,,,,,0.0
46267,2004,23.0,1.0,5.0,12.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28277,1993,33.0,1.0,1.0,10.0,9,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
8094,1977,66.0,1.0,6.0,3.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
66274,2021,74.0,1.0,1.0,12.0,6,1.0,1.0,,,,,,,,3.0
20653,1987,44.0,1.0,4.0,11.0,3,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
27857,1993,70.0,1.0,0.0,9.0,2,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0
25788,1990,23.0,1.0,5.0,12.0,9,1.0,,,,,,,,,0.0
28302,1993,43.0,2.0,1.0,,8,2.0,,,,,,,,,1.0
47863,2006,77.0,1.0,0.0,12.0,5,2.0,,,,,,,,,2.0
34577,1996,37.0,2.0,6.0,,9,1.0,1.0,,,,,,,,1.0
57634,2014,54.0,1.0,6.0,12.0,7,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
42357,2002,43.0,1.0,6.0,12.0,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
23237,1988,58.0,1.0,0.0,,6,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
56316,2012,63.0,1.0,0.0,12.0,5,1.0,2.0,,,,,,,,0.0
43200,2002,37.0,1.0,1.0,12.0,5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
61012,2016,85.0,2.0,5.0,12.0,8,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
34300,1996,56.0,1.0,5.0,12.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
71691,2022,72.0,4.0,7.0,12.0,4,1.0,1.0,,,,,,,,0.0
4203,1974,29.0,1.0,5.0,7.0,9,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,3.0
64537,2018,18.0,6.0,1.0,,8,1.0,,,,,,,,,0.0
52926,2008,60.0,1.0,3.0,2.0,5,1.0,,,,,,,,,5.0
38741,2000,37.0,1.0,0.0,12.0,2,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
17583,1985,59.0,1.0,6.0,12.0,3,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
7557,1976,42.0,2.0,1.0,10.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7.0
57550,2014,47.0,4.0,1.0,12.0,9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
3615,1974,23.0,5.0,3.0,10.0,3,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,1.0
11861,1980,63.0,2.0,1.0,5.0,9,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0
4645,1975,29.0,2.0,4.0,9.0,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0
25688,1990,42.0,1.0,4.0,12.0,5,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0
39491,2000,36.0,1.0,3.0,6.0,5,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
14352,1983,28.0,1.0,0.0,12.0,6,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
39618,2000,26.0,5.0,1.0,12.0,7,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
49542,2006,89.0,1.0,6.0,11.0,9,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
36659,1998,43.0,1.0,0.0,12.0,5,2.0,1.0,,,,,,,,1.0
15216,1983,19.0,1.0,4.0,12.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23932,1989,30.0,1.0,4.0,12.0,4,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
907,1972,56.0,1.0,0.0,,5,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,,0.0
21399,1987,70.0,1.0,7.0,3.0,6,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
54714,2010,50.0,2.0,5.0,11.0,4,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0
27555,1991,33.0,1.0,0.0,10.0,6,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
72300,2022,40.0,1.0,5.0,12.0,6,1.0,2.0,,,,,,,,3.0
45440,2004,46.0,1.0,3.0,12.0,5,1.0,,,,,,,,,3.0
25723,1990,72.0,5.0,4.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
14484,1983,41.0,1.0,6.0,9.0,9,1.0,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0
244,1972,71.0,1.0,1.0,,7,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
44186,2004,45.0,1.0,0.0,12.0,5,2.0,,,,,,,,,8.0
27322,1991,49.0,4.0,1.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
8203,1977,40.0,1.0,0.0,9.0,5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0
9833,1978,32.0,1.0,3.0,3.0,5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
66917,2021,23.0,1.0,2.0,12.0,8,1.0,,,,,,,,,0.0
24943,1990,33.0,1.0,6.0,10.0,9,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
39680,2000,24.0,4.0,3.0,8.0,5,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
67271,2021,75.0,4.0,7.0,12.0,9,2.0,,,,,,,,,3.0
19530,1986,35.0,4.0,1.0,12.0,9,1.0,1.0,,,,,,,,0.0
30371,1994,31.0,2.0,1.0,12.0,9,3.0,,,,,,,,,0.0
69450,2022,,,0.0,,1,3.0,,,,,,,,,0.0
70227,2022,,1.0,6.0,,8,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
50288,2006,70.0,,,,6,1.0,,,,,,,,,
5931,1975,31.0,2.0,6.0,10.0,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0
56310,2012,40.0,11.0,2.0,12.0,5,1.0,1.0,,,,,,,,2.0
7459,1976,25.0,1.0,3.0,6.0,6,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
262,1972,21.0,4.0,2.0,,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
21251,1987,24.0,2.0,1.0,11.0,4,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
43721,2004,20.0,4.0,1.0,12.0,2,3.0,,,,,,,,,0.0
493,1972,32.0,1.0,5.0,,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
43114,2002,87.0,1.0,1.0,9.0,6,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
67160,2021,52.0,4.0,1.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
57832,2014,40.0,4.0,1.0,12.0,5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36034,1998,69.0,1.0,4.0,11.0,9,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0
25691,1990,23.0,2.0,5.0,12.0,5,1.0,,,,,,,,,0.0
6493,1976,29.0,1.0,3.0,8.0,4,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,,1.0
42968,2002,70.0,2.0,0.0,12.0,3,1.0,,,,,,,,,6.0
3935,1974,58.0,1.0,7.0,5.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
33489,1996,65.0,1.0,6.0,12.0,2,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0
26103,1990,41.0,2.0,1.0,12.0,5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
48337,2006,42.0,4.0,3.0,10.0,2,3.0,3.0,,,,,,,,4.0
34771,1996,67.0,1.0,6.0,,4,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,4.0
36086,1998,68.0,1.0,0.0,12.0,5,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,0.0
8367,1977,28.0,5.0,7.0,,2,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
52112,2008,67.0,1.0,5.0,,5,1.0,1.0,,,,,,,,4.0
57507,2014,65.0,6.0,1.0,12.0,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
15239,1983,73.0,4.0,2.0,12.0,9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
4570,1974,31.0,1.0,1.0,8.0,3,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,3.0
63824,2018,34.0,1.0,0.0,12.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20544,1987,23.0,2.0,5.0,12.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26436,1991,69.0,1.0,0.0,9.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
2685,1973,51.0,2.0,4.0,9.0,7,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0
4716,1975,59.0,1.0,0.0,4.0,3,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0
28631,1993,22.0,2.0,6.0,12.0,2,1.0,,,,,,,,,0.0
28561,1993,58.0,2.0,6.0,12.0,9,1.0,1.0,,,,,,,,5.0
31991,1994,67.0,4.0,4.0,12.0,5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
50679,2006,22.0,1.0,1.0,9.0,6,1.0,,,,,,,,,1.0
66612,2021,,,3.0,,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
28075,1993,30.0,1.0,3.0,12.0,3,1.0,1.0,1.0,,1.0,,1.0,2.0,,0.0
34584,1996,20.0,1.0,1.0,10.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
71119,2022,,2.0,3.0,,5,1.0,,,,,,,,,0.0
6331,1976,23.0,1.0,1.0,2.0,5,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
24369,1989,79.0,1.0,1.0,11.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
70948,2022,37.0,1.0,7.0,12.0,5,1.0,3.0,,,,,,,,1.0
31041,1994,51.0,1.0,6.0,12.0,5,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
22168,1988,45.0,1.0,5.0,12.0,4,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0
65822,2021,72.0,1.0,5.0,12.0,2,1.0,1.0,,,,,,,,1.0
35903,1998,33.0,2.0,5.0,12.0,2,1.0,1.0,,2.0,1.0,2.0,1.0,2.0,2.0,2.0
67307,2021,27.0,4.0,0.0,12.0,3,1.0,,,,,,,,,0.0
35799,1998,89.0,2.0,3.0,,2,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
12823,1982,28.0,2.0,0.0,5.0,7,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0
48565,2006,19.0,1.0,3.0,9.0,3,1.0,,,,,,,,,0.0
55198,2012,71.0,1.0,0.0,12.0,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43771,2004,45.0,1.0,1.0,12.0,2,2.0,,,,,,,,,5.0
38890,2000,35.0,2.0,4.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
12195,1982,32.0,1.0,5.0,12.0,2,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
13916,1982,57.0,1.0,1.0,5.0,3,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
12868,1982,21.0,4.0,1.0,12.0,1,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
34279,1996,39.0,1.0,6.0,,7,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
43715,2004,27.0,2.0,3.0,10.0,2,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
42828,2002,27.0,1.0,3.0,11.0,5,2.0,,,,,,,,,1.0
42728,2002,51.0,1.0,1.0,,5,3.0,,,,,,,,,4.0
68448,2021,84.0,1.0,0.0,12.0,6,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0
11118,1980,20.0,1.0,5.0,11.0,9,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
55435,2012,47.0,4.0,2.0,9.0,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30807,1994,47.0,1.0,5.0,11.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
11293,1980,77.0,1.0,1.0,5.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
63422,2018,79.0,1.0,6.0,12.0,5,1.0,1.0,,,,,,,,3.0
30404,1994,43.0,1.0,1.0,12.0,5,1.0,1.0,,,,,,,,4.0
27792,1993,29.0,4.0,1.0,12.0,2,1.0,,,,,,,,,0.0
44613,2004,45.0,1.0,1.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2482,1973,28.0,1.0,1.0,9.0,3,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0
48589,2006,35.0,1.0,6.0,12.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
48587,2006,72.0,1.0,3.0,12.0,3,1.0,,,,,,,,,0.0
52218,2008,33.0,2.0,3.0,12.0,5,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
31488,1994,70.0,1.0,5.0,12.0,8,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
8975,1977,25.0,4.0,4.0,6.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
66665,2021,32.0,4.0,0.0,12.0,4,1.0,,,,,,,,,0.0
5385,1975,70.0,1.0,5.0,,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0
16902,1984,45.0,1.0,4.0,11.0,7,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
26986,1991,29.0,2.0,1.0,12.0,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
39284,2000,45.0,3.0,3.0,12.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
57107,2014,30.0,2.0,5.0,12.0,2,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
66464,2021,,2.0,2.0,12.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
56208,2012,40.0,1.0,6.0,6.0,5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
8410,1977,43.0,1.0,3.0,8.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
34483,1996,34.0,4.0,2.0,9.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
56492,2012,68.0,1.0,1.0,10.0,3,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0
20909,1987,48.0,1.0,5.0,12.0,6,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
41319,2002,32.0,1.0,3.0,,9,1.0,1.0,,,,,,,,0.0
69593,2022,,2.0,5.0,12.0,7,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
64449,2018,32.0,4.0,2.0,12.0,9,1.0,,,,,,,,,1.0
52144,2008,26.0,1.0,0.0,10.0,5,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0
20314,1987,35.0,2.0,3.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12585,1982,43.0,1.0,3.0,4.0,9,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0
56422,2012,62.0,1.0,5.0,12.0,5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
4009,1974,65.0,1.0,0.0,8.0,2,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,3.0
28993,1993,50.0,2.0,1.0,12.0,4,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0
7474,1976,45.0,1.0,4.0,12.0,7,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,2.0
60539,2016,40.0,1.0,,12.0,8,2.0,,1.0,,,2.0,2.0,2.0,2.0,2.0
15,1972,54.0,1.0,0.0,,7,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,,2.0
60538,2016,27.0,1.0,4.0,12.0,8,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
53927,2010,52.0,1.0,0.0,12.0,3,1.0,,,,,,,,,1.0
68647,2021,75.0,1.0,1.0,12.0,4,1.0,1.0,,,,,,,,1.0
72238,2022,21.0,4.0,3.0,11.0,3,1.0,,1.0,,1.0,,1.0,2.0,,
32173,1994,56.0,2.0,0.0,12.0,7,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0
32676,1996,47.0,1.0,1.0,6.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
63465,2018,24.0,4.0,4.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
72301,2022,33.0,1.0,5.0,12.0,6,1.0,,,,,,,,,2.0
66692,2021,65.0,1.0,5.0,12.0,7,1.0,1.0,,,,,,,,3.0
48305,2006,35.0,1.0,1.0,11.0,2,1.0,,,,,,,,,0.0
52247,2008,46.0,2.0,1.0,12.0,7,1.0,,,,,,,,,0.0
67768,2021,86.0,6.0,3.0,10.0,9,3.0,,,,,,,,,3.0
58558,2014,60.0,1.0,5.0,12.0,5,1.0,1.0,,,,,,,,2.0
34287,1996,22.0,1.0,1.0,1.0,7,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
29434,1994,29.0,2.0,3.0,,2,2.0,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0
30107,1994,48.0,1.0,5.0,12.0,7,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
35085,1996,21.0,4.0,4.0,9.0,6,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
8522,1977,61.0,1.0,1.0,8.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
62474,2018,62.0,4.0,3.0,5.0,2,1.0,,,,,,,,,4.0
23733,1989,36.0,1.0,6.0,12.0,2,1.0,2.0,,,,,,,,0.0
63265,2018,73.0,2.0,0.0,12.0,8,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
35134,1996,26.0,1.0,6.0,10.0,7,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
46389,2004,88.0,2.0,,9.0,9,1.0,,,,,,,,,4.0
56183,2012,40.0,2.0,,12.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
32438,1996,42.0,2.0,5.0,12.0,2,1.0,,,,,,,,,0.0
30703,1994,31.0,4.0,4.0,2.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
7032,1976,70.0,1.0,5.0,12.0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
39999,2000,67.0,2.0,5.0,12.0,8,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
48083,2006,61.0,1.0,6.0,10.0,9,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
25910,1990,68.0,2.0,1.0,8.0,1,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0
553,1972,59.0,1.0,6.0,,4,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,3.0
30402,1994,48.0,1.0,1.0,,5,1.0,1.0,,,,,,,,2.0
33248,1996,53.0,2.0,3.0,12.0,8,1.0,,,,,,,,,4.0
11414,1980,55.0,1.0,5.0,12.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0
14680,1983,49.0,1.0,1.0,12.0,9,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
21079,1987,44.0,4.0,6.0,12.0,8,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
15838,1984,48.0,2.0,1.0,6.0,1,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
45842,2004,53.0,1.0,2.0,,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
30500,1994,31.0,1.0,3.0,12.0,1,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
32322,1994,35.0,1.0,2.0,12.0,9,1.0,2.0,,,,,,,,2.0
